"report_id","word"
108,"dog"
108,"horse"
108,"dog"
108,"horse"
108,"horse"
110,"dog"
110,"dog"
110,"horse"
110,"horse"
110,"fish"
111,"dog"
111,"dog"
111,"dog"
111,"dog"
112,"bear"
112,"pointer"
112,"bear"
112,"bear"
113,"bear"
113,"goose"
113,"goose"
113,"goose"
113,"dog"
114,"dog"
114,"dog"
114,"dog"
114,"dog"
114,"dog"
115,"bear"
116,"dog"
116,"dog"
116,"cat"
116,"cat"
116,"cat"
116,"discus"
116,"discus"
117,"elephant"
118,"duck"
118,"bear"
118,"dog"
118,"dog"
119,"molly"
122,"dog"
123,"fly"
123,"dog"
125,"dog"
126,"fish"
127,"seal"
127,"dog"
127,"turkey"
129,"bear"
129,"molly"
130,"fly"
132,"dog"
135,"swan"
136,"cat"
136,"cat"
136,"cat"
136,"cat"
136,"cat"
136,"cat"
136,"bird"
136,"bear"
136,"cat"
136,"cat"
136,"cat"
136,"cat"
136,"cat"
136,"bear"
137,"dog"
137,"dog"
137,"dog"
137,"dog"
137,"dog"
137,"dog"
137,"dog"
143,"bear"
144,"bear"
144,"bear"
145,"swan"
147,"robin"
147,"dog"
147,"dog"
148,"dog"
148,"dog"
149,"penguin"
149,"duck"
151,"dog"
151,"bear"
151,"bear"
152,"cat"
154,"dog"
154,"dog"
155,"fish"
155,"fish"
155,"fox"
155,"fish"
158,"goose"
158,"goose"
158,"goose"
158,"goose"
158,"dog"
158,"goose"
158,"goose"
158,"goose"
160,"dog"
160,"dog"
160,"dog"
160,"dog"
161,"dog"
162,"pig"
163,"cat"
163,"cat"
163,"cat"
163,"cat"
163,"dog"
163,"dog"
163,"dog"
163,"dog"
163,"dog"
163,"dog"
163,"dog"
163,"dog"
163,"dog"
163,"dog"
163,"dog"
163,"dog"
163,"dog"
163,"dog"
166,"dog"
166,"hamster"
166,"dog"
166,"hamster"
167,"skunk"
167,"dog"
168,"pheasant"
168,"pheasant"
168,"pheasant"
168,"sheep"
169,"horse"
169,"dog"
169,"dog"
171,"seal"
179,"goose"
179,"goose"
179,"goose"
179,"goose"
179,"goose"
179,"booby"
179,"booby"
179,"dog"
179,"booby"
179,"booby"
179,"dog"
179,"dog"
181,"bird"
181,"dog"
181,"bat"
181,"bat"
181,"dog"
181,"bat"
181,"dog"
182,"horse"
182,"horse"
182,"dog"
182,"dog"
182,"dog"
184,"bear"
185,"bear"
187,"penguin"
189,"bear"
190,"cow"
192,"bear"
192,"bear"
193,"fox"
196,"bear"
196,"cat"
196,"bear"
197,"monkey"
197,"monkey"
199,"molly"
200,"cat"
200,"cat"
204,"otter"
205,"chicken"
205,"sheep"
207,"cat"
208,"rottweiler"
208,"dog"
208,"elephant"
208,"rabbit"
212,"fish"
212,"turkey"
214,"cat"
214,"cat"
216,"nightingale"
217,"dog"
217,"dog"
217,"dog"
217,"dog"
217,"dog"
217,"dog"
218,"cat"
219,"cat"
219,"cat"
219,"cat"
222,"molly"
222,"molly"
222,"molly"
222,"molly"
222,"molly"
222,"molly"
222,"molly"
222,"molly"
222,"molly"
222,"molly"
222,"molly"
222,"molly"
222,"molly"
222,"molly"
222,"molly"
222,"molly"
222,"molly"
222,"molly"
222,"molly"
222,"molly"
222,"molly"
222,"molly"
222,"molly"
222,"molly"
222,"molly"
222,"molly"
222,"molly"
222,"molly"
222,"molly"
222,"molly"
222,"molly"
222,"molly"
222,"molly"
222,"molly"
222,"molly"
222,"molly"
222,"molly"
222,"molly"
222,"molly"
222,"molly"
222,"molly"
222,"molly"
222,"molly"
222,"molly"
222,"molly"
222,"molly"
222,"molly"
222,"molly"
222,"molly"
222,"molly"
222,"molly"
222,"molly"
222,"molly"
222,"molly"
222,"molly"
222,"molly"
222,"molly"
222,"molly"
222,"molly"
222,"molly"
222,"molly"
222,"molly"
222,"molly"
222,"molly"
222,"molly"
222,"molly"
222,"molly"
222,"molly"
222,"molly"
222,"molly"
222,"molly"
222,"molly"
222,"molly"
222,"molly"
222,"molly"
222,"molly"
222,"molly"
222,"molly"
222,"molly"
222,"molly"
222,"molly"
222,"molly"
222,"molly"
222,"molly"
222,"molly"
222,"molly"
223,"dog"
223,"fly"
224,"badger"
227,"gorilla"
227,"gorilla"
227,"gorilla"
228,"swan"
230,"goose"
230,"goose"
230,"goose"
230,"goose"
230,"cat"
230,"goose"
230,"goose"
230,"goose"
233,"bear"
234,"bear"
234,"bear"
235,"dog"
235,"dog"
235,"dog"
235,"dog"
235,"dog"
235,"dog"
235,"dog"
235,"dog"
235,"dog"
235,"dog"
235,"dog"
235,"dog"
235,"dog"
236,"badger"
237,"goose"
237,"goose"
237,"goose"
237,"goose"
237,"dog"
237,"dog"
237,"dog"
237,"dog"
237,"dog"
237,"dog"
237,"dog"
237,"dog"
237,"goose"
237,"goose"
237,"goose"
238,"bat"
238,"bear"
240,"horse"
243,"bear"
246,"bird"
246,"hare"
248,"goose"
248,"dog"
248,"goose"
248,"goose"
248,"goose"
248,"dog"
248,"dog"
248,"dog"
248,"dog"
248,"dog"
248,"dog"
248,"goose"
248,"goose"
248,"goose"
251,"discus"
251,"discus"
251,"discus"
251,"horse"
251,"ant"
257,"dog"
257,"dog"
259,"goose"
259,"goose"
259,"goose"
259,"goose"
259,"goose"
259,"goose"
259,"goose"
260,"hare"
260,"dog"
261,"bear"
262,"bear"
262,"turkey"
263,"dog"
263,"dog"
263,"dog"
263,"dog"
263,"dog"
263,"dog"
263,"dog"
264,"horse"
264,"fly"
264,"fly"
266,"pig"
267,"bear"
267,"tortoise"
269,"bat"
269,"bear"
272,"fly"
272,"fly"
273,"somali"
273,"somali"
273,"somali"
273,"somali"
273,"somali"
273,"somali"
273,"somali"
273,"somali"
273,"somali"
273,"somali"
273,"somali"
274,"starfish"
274,"starfish"
274,"starfish"
277,"bear"
277,"dog"
277,"snake"
277,"snake"
278,"dog"
278,"dog"
278,"dog"
279,"dog"
279,"dog"
279,"dog"
280,"cat"
280,"cat"
280,"cat"
280,"cat"
281,"dog"
282,"heron"
283,"cat"
283,"horse"
283,"fly"
284,"cat"
285,"fly"
285,"fly"
285,"fly"
286,"dog"
288,"dog"
288,"cat"
288,"bird"
288,"cat"
288,"dog"
293,"nightingale"
294,"somali"
294,"somali"
294,"somali"
294,"somali"
294,"somali"
294,"eagle"
294,"somali"
294,"somali"
294,"somali"
294,"somali"
294,"somali"
294,"somali"
294,"somali"
294,"somali"
294,"somali"
294,"somali"
294,"somali"
294,"somali"
294,"somali"
294,"somali"
294,"somali"
294,"somali"
294,"somali"
294,"somali"
294,"somali"
294,"somali"
295,"dog"
295,"dog"
295,"dog"
295,"dog"
295,"dog"
295,"dog"
295,"dog"
298,"elephant"
299,"fox"
299,"fox"
299,"fox"
299,"fox"
299,"heron"
300,"horse"
300,"horse"
300,"horse"
300,"dog"
300,"dog"
300,"dog"
301,"cat"
302,"dog"
302,"bear"
302,"bear"
302,"rabbit"
304,"dog"
306,"bear"
308,"bat"
309,"pig"
310,"dog"
310,"dog"
314,"bear"
315,"chicken"
316,"cat"
316,"dog"
316,"bear"
317,"fish"
317,"fish"
317,"fish"
317,"fish"
317,"fish"
317,"fish"
317,"fish"
317,"parrot"
317,"parrot"
317,"molly"
317,"fish"
317,"fish"
317,"fish"
317,"fish"
317,"fish"
318,"cat"
322,"dog"
322,"dog"
322,"dog"
322,"dog"
322,"dog"
322,"cat"
322,"dog"
322,"dog"
322,"dog"
322,"dog"
322,"dog"
322,"dog"
322,"dog"
322,"dog"
322,"dog"
323,"bear"
323,"goose"
323,"goose"
323,"goose"
323,"cat"
323,"bear"
323,"bear"
323,"fish"
323,"cat"
323,"cat"
323,"fly"
323,"goose"
323,"goose"
326,"dog"
326,"dog"
328,"rat"
332,"goose"
332,"goose"
332,"goose"
332,"goose"
332,"duck"
332,"duck"
332,"goose"
332,"goose"
332,"goose"
333,"dog"
333,"bear"
333,"skunk"
338,"robin"
338,"robin"
338,"robin"
338,"robin"
338,"robin"
338,"robin"
339,"dog"
339,"dog"
341,"dog"
343,"horse"
343,"horse"
344,"bat"
344,"bat"
344,"bat"
344,"bat"
344,"bat"
344,"bat"
344,"bat"
344,"bat"
344,"bat"
344,"bat"
344,"bat"
344,"bat"
344,"bat"
344,"bat"
344,"bat"
344,"bat"
344,"bat"
344,"bat"
344,"bat"
344,"bat"
344,"bat"
344,"bat"
344,"bat"
344,"bat"
344,"bat"
344,"bat"
344,"bat"
344,"bat"
344,"bat"
344,"bat"
344,"bat"
344,"bat"
344,"bat"
344,"bat"
344,"bat"
344,"bat"
344,"bat"
344,"bat"
344,"bat"
344,"bat"
344,"bat"
344,"bat"
344,"bat"
344,"bat"
344,"bat"
344,"bat"
344,"bat"
344,"bat"
344,"bat"
344,"bat"
344,"bat"
344,"bat"
344,"bat"
344,"bat"
344,"bat"
344,"bat"
344,"bat"
344,"bat"
344,"bat"
344,"bat"
344,"bat"
344,"bat"
344,"bat"
344,"bat"
344,"bat"
346,"cat"
346,"cat"
347,"fly"
347,"bear"
347,"cat"
351,"bear"
352,"kingfisher"
357,"crane"
357,"fish"
357,"fish"
358,"dog"
358,"dog"
358,"dog"
358,"dog"
358,"dog"
359,"swan"
359,"bird"
361,"dog"
361,"cat"
361,"dog"
362,"lion"
364,"fly"
366,"goose"
366,"goose"
366,"goose"
366,"goose"
366,"goose"
366,"goose"
366,"goose"
368,"skunk"
368,"skunk"
368,"skunk"
368,"skunk"
370,"dog"
370,"dog"
370,"dog"
370,"dog"
370,"dog"
373,"seal"
373,"dog"
375,"goose"
380,"bear"
381,"monkey"
382,"dog"
385,"dog"
386,"goose"
386,"goose"
386,"goose"
386,"goose"
386,"goose"
386,"goose"
387,"bat"
387,"bat"
387,"bat"
387,"bat"
387,"dog"
388,"fish"
388,"dog"
389,"somali"
389,"somali"
389,"somali"
389,"somali"
389,"somali"
389,"somali"
389,"somali"
389,"somali"
389,"somali"
389,"somali"
389,"somali"
389,"somali"
389,"somali"
391,"fish"
392,"snake"
392,"snake"
395,"cat"
395,"discus"
397,"dog"
397,"dog"
397,"dog"
397,"rat"
397,"rat"
397,"rat"
397,"dog"
397,"rat"
398,"fly"
401,"cat"
402,"seal"
404,"dog"
405,"insect"
408,"dog"
408,"bat"
408,"butterfly"
408,"cat"
408,"bear"
408,"bat"
408,"bat"
408,"bat"
411,"monkey"
418,"bat"
419,"dog"
419,"dog"
419,"dog"
420,"wolf"
420,"wolf"
422,"insect"
423,"dog"
423,"dog"
423,"cat"
426,"swan"
426,"swan"
426,"swan"
426,"swan"
426,"bear"
426,"swan"
426,"swan"
426,"swan"
426,"swan"
426,"swan"
426,"swan"
426,"swan"
426,"swan"
426,"swan"
426,"swan"
426,"swan"
426,"swan"
426,"swan"
426,"swan"
426,"swan"
426,"swan"
426,"swan"
426,"swan"
426,"swan"
426,"swan"
426,"swan"
426,"swan"
426,"swan"
426,"swan"
426,"swan"
426,"swan"
426,"swan"
426,"swan"
426,"swan"
426,"swan"
426,"swan"
426,"swan"
426,"swan"
426,"swan"
426,"swan"
426,"swan"
426,"swan"
426,"swan"
428,"fish"
429,"dog"
429,"dog"
429,"dog"
429,"dog"
429,"dog"
429,"dog"
429,"dog"
429,"dog"
429,"bat"
429,"bat"
429,"dog"
429,"dog"
429,"dog"
429,"dog"
429,"bat"
430,"turkey"
433,"rat"
433,"rat"
433,"rat"
433,"rat"
433,"rat"
433,"rat"
433,"rat"
433,"rat"
433,"rat"
433,"rat"
433,"rat"
433,"rat"
434,"fish"
434,"moth"
434,"bear"
434,"bear"
434,"bear"
434,"bear"
434,"bear"
437,"molly"
437,"fish"
437,"molly"
442,"dog"
442,"oyster"
442,"skunk"
442,"skunk"
442,"skunk"
442,"bear"
443,"fish"
444,"dog"
444,"dog"
444,"dog"
444,"dog"
444,"dog"
444,"dog"
444,"dog"
444,"dog"
444,"dog"
444,"dog"
444,"dog"
444,"dog"
444,"dog"
445,"bear"
446,"dog"
446,"cat"
446,"cat"
446,"cat"
448,"oyster"
448,"dog"
448,"dog"
448,"fox"
449,"dog"
449,"dog"
449,"dog"
449,"dog"
449,"dog"
449,"dog"
449,"dog"
449,"dog"
449,"dog"
449,"dog"
449,"dog"
449,"dog"
449,"dog"
449,"dog"
449,"dog"
449,"dog"
449,"dog"
449,"dog"
449,"dog"
449,"dog"
449,"dog"
449,"dog"
449,"dog"
449,"dog"
449,"dog"
449,"dog"
449,"dog"
449,"dog"
449,"dog"
449,"dog"
449,"dog"
449,"dog"
449,"dog"
449,"dog"
449,"dog"
449,"dog"
449,"dog"
449,"dog"
449,"dog"
449,"dog"
449,"dog"
452,"dog"
452,"cat"
452,"dog"
452,"dog"
452,"cat"
452,"cat"
452,"turkey"
452,"bat"
452,"lizard"
452,"cat"
452,"dog"
452,"cat"
452,"dog"
452,"dog"
452,"cat"
452,"cat"
452,"cat"
452,"dog"
452,"dog"
455,"dog"
455,"dog"
457,"dog"
457,"bear"
457,"goose"
457,"goose"
457,"goose"
457,"goose"
457,"goose"
457,"goose"
457,"goose"
457,"goose"
457,"goose"
459,"skunk"
459,"robin"
460,"cat"
460,"dog"
460,"dog"
463,"snake"
463,"dog"
463,"dog"
464,"cat"
465,"bear"
466,"bear"
466,"bear"
466,"bear"
467,"discus"
468,"turkey"
468,"dog"
471,"crane"
473,"cat"
474,"seal"
475,"seal"
477,"cat"
477,"cat"
477,"cat"
477,"cat"
477,"ibis"
478,"dog"
481,"dog"
481,"dog"
482,"jellyfish"
482,"fly"
485,"dog"
487,"bear"
487,"dog"
487,"dog"
487,"dog"
487,"dog"
493,"lion"
495,"bear"
495,"pointer"
495,"bear"
495,"bear"
496,"goose"
496,"goose"
496,"goose"
496,"goose"
496,"goose"
496,"goose"
496,"goose"
498,"bat"
498,"horse"
500,"goose"
500,"goose"
500,"goose"
500,"goose"
500,"goose"
500,"goose"
500,"goose"
500,"goose"
500,"bat"
500,"fox"
500,"goose"
500,"goose"
500,"goose"
500,"goose"
501,"horse"
501,"rabbit"
501,"horse"
501,"horse"
501,"horse"
501,"horse"
501,"horse"
501,"horse"
501,"horse"
501,"horse"
501,"horse"
501,"horse"
502,"bird"
502,"persian"
502,"cat"
503,"bat"
504,"bear"
504,"bear"
505,"cat"
505,"butterfly"
505,"cat"
505,"fish"
505,"barb"
506,"dog"
506,"dog"
507,"dog"
507,"crane"
507,"crane"
507,"crane"
507,"dog"
507,"crane"
507,"skunk"
507,"crane"
507,"crane"
507,"crane"
507,"crane"
507,"crane"
507,"crane"
507,"crane"
507,"crane"
507,"crane"
507,"crane"
507,"swan"
507,"crane"
507,"crane"
509,"turkey"
509,"swan"
511,"elephant"
511,"bat"
511,"dog"
511,"dog"
511,"wolf"
511,"dog"
511,"dog"
511,"dog"
511,"dog"
511,"dog"
511,"dog"
511,"dog"
511,"dog"
511,"dog"
511,"dog"
511,"dog"
511,"dog"
514,"discus"
515,"dog"
518,"tang"
519,"bear"
520,"dog"
521,"bear"
522,"bear"
522,"bear"
524,"snake"
524,"snake"
524,"snake"
524,"snake"
525,"kingfisher"
525,"skunk"
525,"mouse"
525,"skunk"
525,"kingfisher"
525,"kingfisher"
525,"kingfisher"
525,"kingfisher"
525,"kingfisher"
525,"skunk"
525,"skunk"
525,"kingfisher"
525,"kingfisher"
525,"kingfisher"
525,"kingfisher"
525,"kingfisher"
525,"kingfisher"
525,"kingfisher"
527,"dog"
529,"dog"
529,"fish"
531,"bear"
532,"bear"
533,"chicken"
533,"cow"
533,"horse"
533,"cat"
534,"molly"
534,"molly"
534,"bear"
535,"bear"
535,"skunk"
535,"skunk"
535,"skunk"
536,"bear"
538,"crane"
539,"dog"
539,"dog"
539,"dog"
540,"goose"
540,"goose"
540,"goose"
540,"goose"
540,"goose"
540,"goose"
540,"goose"
540,"cat"
541,"pointer"
541,"pointer"
543,"kingfisher"
543,"kingfisher"
543,"dog"
543,"kingfisher"
543,"cat"
543,"cat"
543,"kingfisher"
543,"horse"
543,"horse"
544,"hare"
544,"hare"
544,"cat"
544,"cat"
549,"ant"
549,"dog"
549,"dog"
549,"discus"
550,"dog"
554,"bear"
554,"insect"
554,"insect"
556,"bear"
556,"bat"
557,"bat"
558,"goose"
558,"goose"
558,"goose"
558,"goose"
558,"goose"
558,"goose"
558,"goose"
559,"bat"
559,"bat"
559,"bat"
559,"bat"
560,"nightingale"
563,"bear"
564,"dog"
564,"dog"
565,"dog"
565,"cat"
565,"dog"
565,"dog"
565,"dog"
565,"dog"
565,"dog"
565,"dog"
565,"dog"
565,"cat"
565,"dog"
566,"horse"
568,"rat"
568,"rat"
568,"rat"
568,"bear"
568,"rat"
568,"rat"
568,"rat"
568,"bat"
569,"dog"
572,"bat"
572,"bat"
572,"bat"
572,"bat"
572,"bat"
572,"bat"
572,"bat"
574,"dog"
574,"dog"
574,"dog"
574,"dog"
574,"dog"
574,"dog"
574,"dog"
575,"bear"
577,"monkey"
577,"monkey"
577,"monkey"
577,"monkey"
577,"monkey"
577,"monkey"
577,"monkey"
577,"monkey"
578,"dog"
578,"dog"
579,"dog"
579,"dog"
579,"dog"
579,"horse"
579,"dog"
579,"dog"
579,"dog"
579,"dog"
579,"dog"
579,"dog"
579,"dog"
579,"dog"
579,"dog"
579,"dog"
579,"dog"
579,"dog"
579,"dog"
579,"dog"
579,"dog"
579,"dog"
579,"dog"
579,"chicken"
579,"chicken"
579,"dog"
579,"dog"
579,"dog"
579,"dog"
579,"dog"
579,"dog"
579,"dog"
579,"dog"
579,"dog"
579,"dog"
579,"macaw"
579,"horse"
579,"dog"
579,"fox"
579,"dog"
579,"dog"
579,"dog"
579,"dog"
579,"dog"
579,"dog"
579,"dog"
579,"dog"
579,"dog"
579,"dog"
579,"dog"
579,"dog"
579,"dog"
579,"dog"
579,"dog"
579,"dog"
579,"fox"
579,"dog"
579,"dog"
579,"dog"
579,"dog"
579,"dog"
579,"dog"
579,"dog"
579,"dog"
579,"dog"
579,"dog"
579,"dog"
579,"dog"
579,"dog"
579,"dog"
579,"dog"
579,"dog"
579,"dog"
579,"chicken"
579,"dog"
579,"parrot"
579,"dog"
579,"dog"
579,"dog"
583,"fly"
585,"dog"
585,"dog"
585,"mastiff"
585,"dog"
585,"dog"
585,"dog"
585,"mastiff"
585,"dog"
585,"dog"
585,"dog"
585,"dog"
585,"mastiff"
585,"dog"
585,"dog"
585,"dog"
585,"dog"
589,"goose"
589,"goose"
589,"goose"
589,"goose"
589,"dog"
589,"cat"
589,"goose"
589,"goose"
589,"goose"
589,"goose"
589,"goose"
593,"bear"
595,"dog"
595,"dog"
595,"dog"
595,"dog"
595,"fox"
595,"dog"
595,"dog"
595,"dog"
595,"dog"
595,"dog"
595,"dog"
596,"fox"
597,"mole"
598,"bear"
599,"dog"
600,"bat"
600,"bat"
602,"fish"
602,"fish"
602,"fish"
602,"fish"
602,"fish"
602,"fish"
602,"fish"
602,"parrot"
602,"parrot"
602,"molly"
602,"fish"
602,"fish"
602,"fish"
602,"fish"
602,"fish"
603,"fly"
603,"dog"
603,"dog"
603,"dog"
603,"fly"
603,"dog"
603,"dog"
603,"dog"
603,"dog"
603,"dog"
603,"dog"
603,"fly"
603,"fly"
603,"dog"
603,"fly"
603,"fly"
603,"fly"
604,"dog"
604,"dog"
604,"dog"
605,"gar"
605,"gar"
605,"rat"
605,"bear"
606,"bear"
607,"bear"
607,"chicken"
609,"turkey"
611,"bear"
612,"bat"
613,"rabbit"
613,"horse"
613,"horse"
615,"goose"
615,"goose"
615,"goose"
615,"goose"
615,"robin"
615,"penguin"
615,"goose"
615,"goose"
615,"goose"
618,"swan"
621,"bird"
621,"horse"
621,"butterfly"
621,"badger"
621,"bear"
622,"squirrel"
623,"skunk"
623,"fly"
623,"skunk"
623,"skunk"
623,"skunk"
623,"skunk"
623,"skunk"
624,"dog"
624,"crane"
624,"bird"
624,"dog"
624,"dog"
624,"dog"
624,"dog"
624,"dog"
624,"dog"
624,"dog"
624,"dog"
627,"pig"
627,"chicken"
627,"bat"
627,"cow"
628,"dog"
628,"dog"
628,"dog"
628,"dog"
628,"dog"
628,"dog"
628,"dog"
629,"dog"
629,"dog"
630,"goose"
630,"goose"
630,"goose"
630,"goose"
630,"goose"
630,"goose"
630,"dog"
630,"dog"
631,"fly"
632,"seal"
632,"bear"
634,"goose"
634,"goose"
634,"goose"
634,"goose"
634,"goose"
636,"horse"
636,"horse"
637,"fly"
638,"chicken"
638,"bear"
639,"bear"
639,"bear"
641,"bear"
641,"butterfly"
643,"quetzal"
645,"turkey"
646,"swan"
649,"bat"
650,"dog"
650,"dog"
650,"dog"
650,"dog"
650,"dog"
650,"dog"
650,"dog"
650,"dog"
650,"dog"
650,"dog"
650,"dog"
653,"bear"
653,"skunk"
653,"skunk"
653,"skunk"
655,"dog"
